Kode,Kategori,Jumlah Penjual,Rating,Jumlah Review,Harga
KFB07X1YLC2L,,7 yg jual,3.9,"2,193",416854.45749999996 Rupiah
KFB01H6GUCCQ,Video Games,11 Penjual,4.4,,287441.20749999996 Rupiah
KFB08PFCYVP6,Camera & Photo,1 penjual,4.2,,2084991.25 Rupiah
KFB07MP6B4Y5,Gift Cards,1 Penjual,4.8,,IDR 718962.5
KFB07GRM747Y,Video Games,8 penjual,4.4,"85,834",
KFB07PHLG4C2,Camera & Photo,7 penjual,4.3,"5,070",
KFB094H9X2VV,Toys & Games,1 yg jual,4.6,,172407.2075
KFB08CVSNRRG,Toys & Games,,4.6,"1,568",129269.4575 Rupiah
KFB07SQZ3GJG,Video Games,,4.8,"16,122",86131.7075 rupiah
KFB08571VZ3Q,Camera & Photo,,4.6,"3,509",575026.2075 rupiah
KFB097CJZ9TL,,1 yg jual,4.7,"1,353",IDR 42993.957500000004
KFB07RQSTQR9,"Clothing, Shoes & Jewelry",,4.1,"8,269",IDR 143648.7075
KFB00GAC1D2G,Video Games,1 Penjual,,"232,823",143792.5 Rupiah
KFB071R1XTGS,"Clothing, Shoes & Jewelry",,4.5,"43,976",257388.57499999998 Rupiah
KFB07D25RSWX,Electronics,7 penjual,4.8,,IDR 273061.95749999996
KFB07TC8J6HK,Video Games,11 yg jual,4.4,,IDR 474371.4575
KFB0831FLG95,"Clothing, Shoes & Jewelry",1 penjual,,"13,177",244303.4575 Rupiah
KFB08H75RTZ8,Video Games,,4.9,"7,997",IDR 11622603.9825
KFB071R1XTGS,"Clothing, Shoes & Jewelry",2 penjual,4.5,,257388.57499999998 Rupiah
KFB07SBX48TY,,27 penjual,4.4,"23,265",575026.2075 rupiah
KFB01IE42ST4,Gift Cards,1 penjual,4.9,"8,636",
KFB086KXKXKW,"Clothing, Shoes & Jewelry",10 yg jual,4.6,,243728.28749999998
KFB07DWYJMGQ,"Clothing, Shoes & Jewelry",1 penjual,4.3,,201165.7075
KFB08X8FDHFN,Video Games,7 penjual,1.4,,IDR 573444.49
KFB004VSTQ2A,Video Games,1 yg jual,4.7,"67,134",
KFB0796JVBJ8,Toys & Games,4 Penjual,,"8,734",252355.83750000002 Rupiah
KFB08GLWV2BM,Gift Cards,1 yg jual,4.8,,718962.5 Rupiah
KFB07DWYJMGQ,"Clothing, Shoes & Jewelry",1 Penjual,4.3,,201165.7075 rupiah
KFB01N3ASPNV,Video Games,4 penjual,,"87,346",86131.7075 rupiah
KFB00BXLVFAO,Gift Cards,1 Penjual,4.9,,359481.25 rupiah
KFB08CVSNRRG,Toys & Games,3 penjual,4.6,"1,568",
KFB0897VN3F2,"Clothing, Shoes & Jewelry",,4.2,"14,223",229924.2075 rupiah
KFB07RQSTQR9,,1 Penjual,4.1,"8,269",143648.7075 rupiah
KFB08YSYKH19,,1 yg jual,4.7,"267,821",718818.7075 Rupiah
KFB00JM5GW10,Toys & Games,6 Penjual,4.7,,IDR 114890.2075
KF671027034,Books,,4.7,"52,140",195845.38499999998 rupiah
KFB07FNK1DM5,,1 Penjual,4.4,"29,937",110576.43250000001
KFB07SG15148,Video Games,,4.8,"18,643",718099.745
KF62976583,Books,1 yg jual,4.9,"79,114",
KFB08KVSQ9FL,,1 yg jual,4.2,"4,358",IDR 352147.83249999996
KFB004S8F7QM,Toys & Games,5 yg jual,,"107,829",359481.25 Rupiah
KFB01CW4CR4I,Camera & Photo,3 Penjual,,"16,340",IDR 575026.2075
KFB00F4CEWOY,Video Games,,4.7,"117,579",287585.0
KFB08R5LZYDW,Camera & Photo,1 penjual,3.3,39,
KFB08ZN97SWW,Electronics,1 Penjual,,"54,100",4816761.165
KFB00BWDH368,,1 Penjual,4.8,"721,690",718962.5 Rupiah
KFB094TCDJWC,Books,,3.5,5,184773.3625
KFB07HJHK8Y5,Gift Cards,1 Penjual,4.8,,416279.2875
KFB08MW92TWD,Gift Cards,1 yg jual,4.4,"1,389",
KFB07GPFDL1K,Electronics,,4.5,"17,939",244303.4575 Rupiah
KFB08KY684PB,Electronics,1 yg jual,,"4,207",244303.4575
KF761187480,Books,,4.8,"19,747",178877.87 rupiah
KF593193318,Books,1 yg jual,,250,152132.465 rupiah
KFB07SR1FMMC,Video Games,,4.4,182,284709.15 rupiah
KFB01FXC7JWQ,,21 yg jual,4.6,"23,307",2371713.495 rupiah
KFB077T9WSSN,Gift Cards,1 yg jual,,"74,543",143792.5
KFB07W1HKYQK,,1 yg jual,4.6,"6,118",1437781.2075 Rupiah
KFB086DKSHQ4,,1 yg jual,4.4,"54,100",3594668.7075 rupiah
KFB071S6GZ1K,"Clothing, Shoes & Jewelry",21 Penjual,4.6,"80,774",
KF807014273,Books,,4.7,"34,571",172407.2075
KFB06WVJBVT4,Gift Cards,1 penjual,4.9,"62,352",
KFB071WNWHZ7,Video Games,1 Penjual,4.7,"41,676",
KFB00BXLVFAO,Gift Cards,1 yg jual,4.9,"1,269",
KFB08B186P6J,"Clothing, Shoes & Jewelry",1 penjual,4.5,"8,719",
KF1641526270,Books,1 penjual,4.8,,79229.6675
KFB07PWNL9X2,"Clothing, Shoes & Jewelry",3 penjual,4.6,,364513.98750000005 Rupiah
KFB004INDQWY,Toys & Games,,4.6,"10,342",733197.9575 Rupiah
KFB08J5Q255V,Electronics,5 penjual,4.9,"44,087",
KFB084J4MZK8,,1 penjual,4.7,"267,821",IDR 646922.4575
KFB078J21W75,Gift Cards,1 Penjual,4.8,"8,274",
KFB0866RXCBJ,Gift Cards,,4.9,"37,588",359481.25 rupiah
KFB08DFB488B,Video Games,42 yg jual,4.7,"9,570",
KF593193318,Books,1 penjual,4.9,250,
KFB08J158TVV,Camera & Photo,3 Penjual,,"1,076",690060.2075
KFB0885Y3J97,"Clothing, Shoes & Jewelry",1 penjual,4.3,,IDR 402475.20749999996
KFB0151E6OUO,"Clothing, Shoes & Jewelry",,4.4,"23,326",86131.7075 rupiah
KFB07G2YR23M,Camera & Photo,1 Penjual,4.6,,575026.2075 rupiah
KFB08BNVQDWT,Electronics,2 penjual,4.6,,539221.875
KFB016PARZEC,Gift Cards,,4.9,"3,490",718962.5 Rupiah
KFB00JM5GW10,,6 Penjual,4.7,"32,246",114890.2075 Rupiah
KFB08F6FYN6B,Electronics,1 penjual,4.5,484,
KFB08CWL8X61,Video Games,50 yg jual,4.8,,IDR 848807.1275000001
KFB00005C5H4,Toys & Games,10 yg jual,4.8,"63,879",
KFB01ALLT2W4,Video Games,8 Penjual,4.6,,IDR 316199.70749999996
KFB07H331J4R,Toys & Games,3 penjual,,"12,137",IDR 402475.20749999996
KF1878424319,Books,1 Penjual,,"58,903",82968.27249999999 rupiah
KFB089D4BNRY,Video Games,2 Penjual,,"1,125",244303.4575
KFB08KY684PB,Electronics,1 penjual,4.4,"4,207",
KFB08MW92TWD,Gift Cards,1 Penjual,4.4,,359481.25
KFB094Q7RNLV,Gift Cards,1 yg jual,,"721,690",718962.5
KFB07DDC8FJM,Gift Cards,1 yg jual,,"7,247",718962.5
KF1501171348,Books,1 yg jual,4.3,"14,006",
KFB0834WSVKK,"Clothing, Shoes & Jewelry",3 Penjual,4.3,,416854.45749999996 Rupiah
KFB06WVJBLBQ,Gift Cards,1 yg jual,4.9,"74,543",
KF1338680455,Books,,4.9,"10,714",105831.28 Rupiah
KF1791392792,Books,,4.6,"23,858",172694.7925 rupiah
KF1250178606,,1 Penjual,4.5,"58,947",208355.3325 Rupiah
KFB08D98BDT5,"Clothing, Shoes & Jewelry",7 penjual,4.5,,IDR 229924.2075
KFB06ZYZ1TKK,Gift Cards,1 yg jual,4.8,,IDR 718962.5
KFB076831CCJ,,16 yg jual,4.6,"72,937",143648.7075 Rupiah
KFB07H4YQF3Q,,1 Penjual,4.8,"31,328",IDR 215688.75
KFB018HB2QFU,Toys & Games,16 penjual,4.7,"28,041",
KFB08L3KS4FN,Camera & Photo,,4.1,"1,595",575026.2075
KF1791392792,Books,1 yg jual,,"23,858",IDR 172694.7925
KFB08L9D5P1B,Video Games,,4.6,490,273061.95749999996
KFB06Y42G518,Video Games,,4.1,"1,211",215544.9575
KFB084RPZD6T,,20 penjual,4.7,"16,510",IDR 431233.70749999996
KFB01CW4BVU4,,3 penjual,4.3,"6,008",IDR 431233.70749999996
KFB087ZTH98B,Toys & Games,,4.5,"8,419",431233.70749999996 rupiah
KFB07WDDT3G5,Electronics,,4.7,"83,773",2012951.2075 Rupiah
KFB08ZNQN1FP,Video Games,13 penjual,4.6,279,
KFB08F6DWKQP,Electronics,1 yg jual,,179,2588121.2075 rupiah
KFB07WVFCVJN,Electronics,27 yg jual,4.8,"114,267",
KFB07MB4HN9X,Gift Cards,1 Penjual,4.8,"721,690",
KFB07RM61WQ6,Camera & Photo,1 Penjual,4.6,"4,895",
KF1623158281,Books,1 yg jual,4.8,,137897.0075 Rupiah
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",5 penjual,4.7,"49,613",
KFB07TLL1H7F,Gift Cards,,4.8,"721,690",718962.5
KFB08V5HLHN3,,2 penjual,4.7,965,862611.2075 rupiah
KFB077ZL67P2,"Clothing, Shoes & Jewelry",2 yg jual,4.5,"67,431",
KFB08BX7FV5L,,1 penjual,4.5,"1,228",IDR 2156743.7075
KFB08DLKPP6Y,Camera & Photo,,4.4,"4,245",373716.70749999996
KFB078WMVBXD,Camera & Photo,1 Penjual,,"4,582",258682.7075
KFB07W7FLKRW,,2 Penjual,4.7,"7,731",IDR 359481.25
KFB07B8XTS3Z,Camera & Photo,,4.4,"5,159",1768503.9575 rupiah
KFB0829WGK49,Camera & Photo,3 Penjual,4.1,,431233.70749999996
KFB07C6C1SN3,Gift Cards,1 penjual,,"721,690",718962.5 rupiah
KFB07CV7NGSP,"Clothing, Shoes & Jewelry",1 Penjual,4.3,"33,701",
KFB09197N995,Toys & Games,,4.8,"9,121",129269.4575
KFB015CCR1FW,,26 Penjual,4.7,"18,449",287441.20749999996
KFB079JD7F7G,Electronics,36 Penjual,4.5,"50,866",
KFB016MAK38U,Video Games,19 penjual,4.4,,431233.70749999996 rupiah
KFB07VNTFHD5,Video Games,,4.8,"19,478",IDR 1854923.25
KFB07611Y7NN,"Clothing, Shoes & Jewelry",14 yg jual,4.5,,82680.6875 Rupiah
KF1501171348,Books,,4.3,"14,006",234381.77500000002 rupiah
KFB094Q23VHC,,1 Penjual,4.8,"721,690",718962.5 Rupiah
KFB0145WHDQ2,Gift Cards,,4.8,"721,690",718962.5
KFB08F4YT84C,Camera & Photo,2 penjual,4.2,,704439.4575
KFB07MRMHML9,Video Games,,4.4,"4,597",IDR 575026.2075
KFB07FSDTB22,"Clothing, Shoes & Jewelry",,4.6,"43,986",210368.42750000002
KFB083T83YJQ,Camera & Photo,5 Penjual,,"5,059",431233.70749999996 rupiah
KFB07TMN8CQ6,Gift Cards,,4.8,"721,689",718962.5
KF1484707230,Books,1 Penjual,4.9,,IDR 301964.25
KFB086QXHQ77,Camera & Photo,,4.5,"9,810",373716.70749999996
KFB086V5H1YQ,Camera & Photo,6 yg jual,4.5,,761956.4575 Rupiah
KFB07VTK654B,Electronics,1 Penjual,4.0,,718818.7075 rupiah
KFB097B1149G,Video Games,,4.6,"4,564",862611.2075 Rupiah
KFB07Q8QXSL8,"Clothing, Shoes & Jewelry",2 Penjual,,"9,697",416854.45749999996 Rupiah
KFB08PQ64VFJ,,1 penjual,4.6,"3,098",459992.20749999996 Rupiah
KFB01CW49AGG,,1 Penjual,4.3,"7,662",575026.2075 Rupiah
KF1623159911,Books,,4.8,"19,616",IDR 129269.4575
KFB08K4NCYYJ,"Clothing, Shoes & Jewelry",1 Penjual,,"1,741",229780.415
KFB00AR51Y5I,Gift Cards,1 penjual,4.9,"22,665",
KFB001CJVTLC,Toys & Games,55 yg jual,,"14,551",IDR 103530.6
KFB06XV1LW52,Toys & Games,32 penjual,4.4,"6,247",
KFB08GH9KL4M,,10 yg jual,4.5,"3,662",IDR 359337.45749999996
KFB01H5PPQYM,Gift Cards,1 penjual,4.9,"5,827",
KFB07TT11TXZ,"Clothing, Shoes & Jewelry",1 Penjual,4.3,"4,107",
KF761187480,Books,1 penjual,,"19,747",178877.87 Rupiah
KFB08F4YT84C,Camera & Photo,2 penjual,4.2,,704439.4575
KFB08571VZ3Q,Camera & Photo,1 yg jual,4.6,,IDR 575026.2075
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",,4.7,"49,613",215401.165 rupiah
KFB004DNVP8G,,2 penjual,4.6,"44,546",IDR 172694.7925
KFB07LF27WBQ,,1 Penjual,4.3,"53,435",287441.20749999996 rupiah
KFB08FNW7QDB,Toys & Games,,4.3,346,IDR 143648.7075
KFB08F4YT84C,Camera & Photo,2 penjual,,439,704439.4575 rupiah
KFB01N1037CV,Video Games,49 yg jual,4.9,"49,574",
KFB084DCJKSL,Electronics,1 penjual,4.7,314,
KFB08YSYKBLV,,1 penjual,4.8,"78,639",IDR 862611.2075
KFB07TFP7JFH,Video Games,1 penjual,,"15,661",215544.9575 Rupiah
KF316540714,,1 penjual,4.7,"2,841",258826.5 Rupiah
KFB0796JVBJ8,Toys & Games,,4.8,"8,734",252355.83750000002
KFB08J65DST5,Electronics,,4.9,"44,087",IDR 4299395.75
KFB085KTQKNC,Toys & Games,27 Penjual,4.8,"69,971",
KFB08L3KS4FN,Camera & Photo,3 penjual,4.1,"1,595",
KF593193318,Books,1 Penjual,4.9,250,
KFB08571VZ3Q,Camera & Photo,1 Penjual,4.6,,575026.2075 rupiah
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",5 penjual,4.7,,215401.165 rupiah
KFB08KGV5MZD,Toys & Games,1 Penjual,4.6,"3,051",
KFB00B73JOC4,Camera & Photo,3 Penjual,4.7,"3,080",
KFB079XT422B,Video Games,1 yg jual,4.7,829,
KFB08J5Q255V,Electronics,,4.9,"44,087",4299395.75 Rupiah
KFB01CW4BVU4,Camera & Photo,3 penjual,,"6,008",431233.70749999996
KFB01I21GQH4,"Clothing, Shoes & Jewelry",23 yg jual,,"20,837",99216.82500000001 Rupiah
KFB07X6C9RMF,,1 yg jual,4.5,"111,650",IDR 503129.9575
KFB0866RXCBJ,Gift Cards,1 penjual,4.9,"37,588",
KFB07SR1FMMC,Video Games,1 yg jual,,182,284709.15 rupiah
KFB07SXLYQ6S,Toys & Games,16 yg jual,,"13,958",IDR 186067.495
KF761189602,Books,,4.8,"15,469",IDR 108131.95999999999
KFB07GYXYWQF,Camera & Photo,,4.1,"3,793",1006403.7074999999 Rupiah
KFB08H75RTZ8,Video Games,43 Penjual,4.9,,11622603.9825 rupiah
KFB0874YZVWK,Electronics,1 penjual,4.6,,1581573.7075
KFB07SR1FMMC,Video Games,1 penjual,4.4,,284709.15 rupiah
KFB08YSYKBLV,,1 penjual,4.8,"78,639",862611.2075 rupiah
KFB01LX3U0H6,,1 yg jual,4.8,"91,384",718962.5 rupiah
KFB00NLZUM36,Video Games,4 penjual,4.6,"28,843",
KFB08F6WL18F,Gift Cards,,4.8,"721,690",718962.5
KFB06ZYZ1TKK,Gift Cards,1 yg jual,4.8,"7,247",
KF1250178606,Books,1 Penjual,,"58,947",208355.3325 rupiah
KFB07RMC5BRL,Video Games,,4.4,"15,971",575026.2075 Rupiah
KFB07FN2DPK9,"Clothing, Shoes & Jewelry",1 Penjual,4.8,"4,860",
KFB084TRQCVX,Toys & Games,1 Penjual,4.2,,129269.4575 Rupiah
KFB07DDC8FJM,Gift Cards,1 Penjual,,"7,247",718962.5 Rupiah
KFB07FCJNX46,Camera & Photo,2 Penjual,4.4,935,
KFB01MQVXHUM,Camera & Photo,4 penjual,,"10,280",575026.2075 rupiah
KFB015CCR1FW,Toys & Games,26 penjual,4.7,"18,449",
KF1684510821,Books,1 yg jual,,47,IDR 267022.6725
KFB077ZL67P2,"Clothing, Shoes & Jewelry",2 Penjual,4.5,"67,431",
KFB091N43KTX,Electronics,1 penjual,4.7,"267,821",
KFB01IXYY172,Toys & Games,1 yg jual,4.7,"2,918",
KFB07CXG6C9W,,1 yg jual,4.6,"110,685",IDR 1869158.7075
KFB08F6L6HVP,Electronics,1 yg jual,,"1,228",2156743.7075
KFB08CNFLLH5,Camera & Photo,1 Penjual,4.0,,1265374.0 Rupiah
KFB07XKF5RM3,,1 yg jual,4.7,"61,543",1078299.9575 rupiah
KFB08D98BDT5,"Clothing, Shoes & Jewelry",,4.5,"5,071",IDR 229924.2075
KFB07TMN8CQ6,Gift Cards,1 yg jual,4.8,"721,689",
KFB086DKGCFP,Electronics,,4.4,"54,100",5463971.2075000005
KFB08CVSNRRG,,3 Penjual,4.6,"1,568",129269.4575 rupiah
KF1641526270,,1 yg jual,4.8,"54,885",IDR 79229.6675
KF1484707230,Books,1 penjual,4.9,,IDR 301964.25
KFB01M1NWI42,Gift Cards,,4.8,"721,690",IDR 718962.5
KF1501161938,Books,1 Penjual,4.6,"19,083",
KFB08GLWV2BM,Gift Cards,1 yg jual,,"721,690",718962.5 Rupiah
KFB07T5DTPHL,,1 penjual,4.0,"6,882",258682.7075 rupiah
KFB07KPSLPRW,,3 penjual,4.0,"10,530",388095.95749999996 Rupiah
KFB0151E6OUO,"Clothing, Shoes & Jewelry",18 penjual,,"23,326",86131.7075 Rupiah
KFB07NXDJ52C,Toys & Games,,4.8,"22,690",129269.4575 rupiah
KFB07FNK1DM5,"Clothing, Shoes & Jewelry",1 penjual,4.4,"29,937",
KFB07PTSZ43T,,18 penjual,4.4,"21,603",114890.2075 Rupiah
KFB086KXKXKW,"Clothing, Shoes & Jewelry",10 penjual,,"29,802",243728.28749999998 Rupiah
KFB06WVJBLBQ,Gift Cards,,4.9,"74,543",IDR 143792.5
KFB093KXBQL4,,1 yg jual,4.6,"25,201",143648.7075 rupiah
KFB06XT7M6P5,Camera & Photo,4 yg jual,4.4,,287441.20749999996 Rupiah
KF1984801252,Books,1 penjual,4.6,,201021.915 rupiah
KFB00U26V4VQ,Toys & Games,,4.8,833,IDR 474083.8725
KFB00YXO5U40,Video Games,10 penjual,,"32,015",358762.2875 Rupiah
KFB07Q8QXSL8,"Clothing, Shoes & Jewelry",2 yg jual,4.6,,416854.45749999996 Rupiah
KFB0922WX37L,Toys & Games,1 Penjual,4.8,,IDR 201165.7075
KFB07D4T2XKB,,4 Penjual,4.8,"10,895",179596.8325
KFB00BWDH368,Gift Cards,1 penjual,,"721,690",718962.5
KFB00DW1JT5G,Toys & Games,5 yg jual,,"21,200",215544.9575 Rupiah
KFB07TKKBG5S,Gift Cards,1 Penjual,4.8,,IDR 718962.5
KFB01I21GQH4,,23 Penjual,4.4,"20,837",IDR 99216.82500000001
KF761187480,Books,1 Penjual,,"19,747",178877.87 rupiah
KFB086V5H1YQ,Camera & Photo,,4.5,"6,646",761956.4575 Rupiah
KFB07KL1WLG6,"Clothing, Shoes & Jewelry",3 Penjual,4.5,,IDR 157884.165
KFB07TS96J7Q,Toys & Games,2 Penjual,4.7,"12,902",
KFB08F3C99KN,Gift Cards,1 yg jual,4.8,,359481.25 Rupiah
KFB08BXHGPVB,Video Games,94 yg jual,4.7,"7,596",
KFB07Q7YR68X,,1 penjual,4.6,"10,022",IDR 143648.7075
KFB08644FKP1,Camera & Photo,2 yg jual,,"3,238",503129.9575 rupiah
KFB07WVFCVJN,,27 penjual,4.8,"114,267",IDR 409521.04
KFB08F7PTF54,,56 penjual,4.8,"49,200",5737320.75
KFB08CNFLLH5,Camera & Photo,1 yg jual,,178,1265374.0
KFB06ZY44YG4,,1 penjual,4.8,"7,247",718962.5 Rupiah
KFB07D3P511R,Gift Cards,1 yg jual,,"721,690",IDR 718962.5
KFB074T91QTZ,Gift Cards,1 yg jual,,"25,340",359481.25 Rupiah
KFB00TS733CS,"Clothing, Shoes & Jewelry",,4.8,"23,152",IDR 790139.7875000001
KFB0875Q5GVQ,Camera & Photo,5 penjual,4.0,"2,408",
KFB07MRNVRRX,Gift Cards,1 penjual,4.8,,IDR 718962.5
KFB01N6YAVNM,"Clothing, Shoes & Jewelry",2 Penjual,,"117,129",186786.4575 Rupiah
KFB085TC9N3K,Electronics,,4.7,"4,044",IDR 201165.7075
KFB004VSTQ2A,,1 yg jual,4.7,"67,134",359337.45749999996 Rupiah
KFB07Y29TRQY,Toys & Games,,4.3,"9,461",819473.4575
KFB083FX3XQ5,,1 yg jual,4.3,"5,819",143648.7075 Rupiah
KF761189602,,1 Penjual,4.8,"15,469",108131.95999999999 rupiah
KF1250178606,Books,1 Penjual,,"58,947",208355.3325 rupiah
KFB0872FYTWS,,1 Penjual,4.7,"17,175",2300536.2075 Rupiah
KFB07XV4NHHN,Video Games,214 yg jual,4.8,,690204.0
KFB094Q7RNLV,,1 penjual,4.8,"721,690",718962.5 rupiah
KFB07Q8QXSL8,"Clothing, Shoes & Jewelry",2 Penjual,4.6,"9,697",
KFB01N16VX79,,5 Penjual,4.7,649,IDR 244303.4575
KFB07RRDR4PQ,Camera & Photo,5 Penjual,4.5,"3,151",
KFB08JB4LZ19,Camera & Photo,2 Penjual,,"1,116",1279609.4575 Rupiah
KFB07XV4NHHN,Video Games,214 penjual,,"22,209",690204.0 Rupiah
KFB08K4NCYYJ,"Clothing, Shoes & Jewelry",1 penjual,,"1,741",229780.415 Rupiah
KF143127748,Books,1 Penjual,4.8,"31,470",
KFB07SV3K1H5,"Clothing, Shoes & Jewelry",2 penjual,4.4,"9,455",
KFB08RC11JLL,Camera & Photo,4 Penjual,2.7,,383350.805 Rupiah
KF1984806750,Books,1 Penjual,4.4,,IDR 143792.5
KFB07WVFCVJN,Electronics,27 yg jual,,"114,267",409521.04
KFB097CJZ9TL,Toys & Games,1 yg jual,4.7,,42993.957500000004 Rupiah
KFB082KWD94W,Camera & Photo,,4.3,"2,246",IDR 1437781.2075
KF593139135,Books,,4.7,"40,324",243728.28749999998 Rupiah
KFB01C9MW8Z6,Gift Cards,,4.9,"37,588",359481.25 rupiah
KFB07B8XTS3Z,Camera & Photo,,4.4,"5,159",IDR 1768503.9575
KFB07TMNH4N1,Gift Cards,1 Penjual,4.8,"91,384",
KFB004RMK5QG,Video Games,1 yg jual,4.8,,862611.2075 Rupiah
KFB01N4AO7PO,Gift Cards,1 penjual,4.8,,IDR 718962.5
KFB001CJVTLC,Toys & Games,55 Penjual,4.4,"14,551",
KFB00JM5GW10,Toys & Games,,4.7,"32,246",IDR 114890.2075
KFB07GTDRNKD,Toys & Games,4 yg jual,4.8,"24,685",
KFB084RPZD6T,Video Games,,4.7,"16,510",431233.70749999996
KF125019623X,,1 Penjual,4.7,"6,449",294630.83249999996
KFB07TNQSH4J,Gift Cards,1 Penjual,4.8,"91,384",
KFB0795GHTBC,Video Games,3 yg jual,4.8,"28,086",
KFB07WJS3QDX,Electronics,1 yg jual,4.7,"83,773",
KFB07VTK654B,Electronics,1 Penjual,4.0,"116,633",
KFB094WN6SY2,Video Games,7 penjual,,"25,811",1078299.9575
KFB07H331J4R,Toys & Games,3 Penjual,4.3,"12,137",
KF143127748,Books,1 Penjual,4.8,,163923.45 rupiah
KFB08BX7FV5L,Electronics,,4.5,"1,228",2156743.7075 rupiah
KFB01IR5KOGE,"Clothing, Shoes & Jewelry",2 Penjual,,"50,292",418867.5525 rupiah
KFB07FNK1DM5,"Clothing, Shoes & Jewelry",1 Penjual,4.4,"29,937",
KFB07G2YR23M,Camera & Photo,,4.6,"42,047",575026.2075 Rupiah
KFB08PV15RGG,Camera & Photo,,4.4,"5,629",503129.9575
KFB07FNK1DM5,"Clothing, Shoes & Jewelry",1 Penjual,,"29,937",110576.43250000001 Rupiah
KFB07ZD22HKW,"Clothing, Shoes & Jewelry",,4.3,"4,943",373285.33 Rupiah
KF1524798657,Books,,4.3,"3,496",IDR 241571.40000000002
KFB07RQSTQR9,,1 penjual,4.1,"8,269",143648.7075 Rupiah
KFB08L9D5P1B,,4 yg jual,4.6,490,IDR 273061.95749999996
KFB07F15CV12,,1 yg jual,4.8,"32,411",287441.20749999996 rupiah
KFB08DHDS4T3,Electronics,14 penjual,,"9,587",IDR 3755284.93
KFB019592A6I,Toys & Games,20 Penjual,,"20,349",165073.79 Rupiah
KFB004DNVP8G,"Clothing, Shoes & Jewelry",2 penjual,4.6,,172694.7925 rupiah
KFB07FZ8S74R,Electronics,,4.7,"854,114",503129.9575
KFB08F3BV69X,Gift Cards,1 Penjual,4.8,"22,185",
KFB01N3ASPNV,Video Games,,4.8,"87,346",86131.7075 Rupiah
KFB08MTCWBR9,,2 Penjual,4.4,"1,045",503129.9575 Rupiah
KFB06XHFWJYM,Gift Cards,1 yg jual,,"721,690",718962.5 Rupiah
KFB07CXG6C9W,,1 penjual,4.6,"110,685",1869158.7075 rupiah
KFB081RJ8DW1,Electronics,10 yg jual,4.4,"21,080",
KFB07WQ1VH72,Electronics,1 penjual,,"100,278",IDR 1293988.7075
KFB08G9TJWW9,Electronics,63 Penjual,4.7,,IDR 1270262.945
KFB08H9M7LDY,Video Games,51 yg jual,,"16,236",819617.25 rupiah
KFB07WDDT3G5,Electronics,1 yg jual,4.7,"83,773",
KFB091TL7CCP,Toys & Games,1 Penjual,4.4,,344958.20749999996
KFB07GF4JCDY,Camera & Photo,,4.7,"14,042",IDR 558777.655
KFB08KVSQ9FL,,1 Penjual,4.2,"4,358",IDR 352147.83249999996
KF62457802,Books,,4.7,"13,745",120354.3225
KFB08MW92TWD,Gift Cards,1 penjual,4.4,,IDR 359481.25
KFB07YXL5HQ4,"Clothing, Shoes & Jewelry",2 yg jual,4.7,,258682.7075 Rupiah
KFB07CRSXMW8,,4 penjual,4.8,"55,398",IDR 546267.7075
KFB083FX3XQ5,"Clothing, Shoes & Jewelry",1 yg jual,4.3,"5,819",
KFB07YPBQSCK,,18 penjual,4.6,"16,386",646922.4575 rupiah
KFB077ZL67P2,,2 yg jual,4.5,"67,431",229636.6225 rupiah
KFB07GBZ4Q68,Video Games,33 yg jual,4.7,,546267.7075 Rupiah
KFB07X6CWM3G,Video Games,1 penjual,4.6,"6,551",
KFB01CDCG4KM,Video Games,2 penjual,4.6,"20,621",
KFB083FX3XQ5,"Clothing, Shoes & Jewelry",,4.3,"5,819",143648.7075
KFB07H8WS1FT,Electronics,1 penjual,4.6,,1437781.2075 Rupiah
KF374300216,Books,,4.8,"49,824",63843.87
KFB07MVZZV3G,,7 yg jual,4.8,"39,828",373716.70749999996
KFB086FJV9H7,,1 penjual,4.8,"91,384",IDR 718962.5
KFB07W95GZNH,Electronics,1 yg jual,4.7,,503129.9575 rupiah
KFB092RXFP4F,,1 Penjual,4.7,212,660438.9525 Rupiah
KFB08CWL8X61,Video Games,50 penjual,4.8,"3,177",
KFB01M1NWI42,Gift Cards,1 yg jual,4.8,"721,690",
KFB00BTX5926,Toys & Games,7 penjual,4.7,,106406.45000000001
KFB00AKSCZ2S,,4 yg jual,4.4,"33,644",172551.0
KFB0897VN3F2,"Clothing, Shoes & Jewelry",1 Penjual,4.2,,229924.2075 rupiah
KFB01CW4CR4I,Camera & Photo,3 Penjual,4.3,,575026.2075
KFB07TWFVDWT,,37 yg jual,4.6,"95,064",2286300.75 Rupiah
KFB01N1037CV,,49 penjual,4.9,"49,574",IDR 718099.745
KFB085WSCTS4,Electronics,,4.5,"3,695",4011810.75 rupiah
KFB08CNG9Y52,"Clothing, Shoes & Jewelry",5 penjual,4.7,,359337.45749999996 rupiah
KFB00GFIV5YQ,,2 Penjual,4.6,"5,413",134733.57249999998
KFB08JB4LZ19,Camera & Photo,,4.2,"1,116",1279609.4575 rupiah
KFB01K8RL9C2,Gift Cards,1 penjual,4.9,,287585.0 Rupiah
KFB019592A6I,Toys & Games,20 penjual,,"20,349",IDR 165073.79
KFB081RJ8DW1,,10 penjual,4.4,"21,080",1437781.2075
